MassProfiler(10.0.2.200) 12/11/2024 14:27:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: all features in the table,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816 of 1816 Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,QC,QC,QC,QC,QC,QC,SampA,SampB,SampC,SampD,SampE,SampF
114,0.209,0.002,31.628,0.035,255.07,0.29,452.9588,0.0003,0.0013914,0.41,-1,3,33,100,,FALSE,292991.4,312057.5,324048.1,264571.6,129020.5,127947,275437,284886.8,205660.3,275529.5,286804,235055.2
115,1.456,0.062,29.487,0.024,241.89,0.2,279.0607,0.0003,0.0013911,1.25,-1,3,17,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
116,2.393,0.024,23.541,0.022,196.77,0.18,188.0575,0.0004,0.001363,1.04,-1,3,24,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,195507.2,251975.3,115799,0.001,174231,138889.8
117,0.217,0.007,41.286,0.007,335.96,0.06,368.981,0.0006,0.0013574,1.92,-1,2,8,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
118,0.24,0.004,38.24,0.068,310.83,0.56,374.2448,0.0002,0.0013528,0.87,-1,3,29,100,,FALSE,184337.3,173604,174652.9,169942.6,88092.41,76438.21,498760.6,0.001,433450.7,0.001,0.001,350841
119,0.345,0.033,18.746,0.055,163,0.49,111.0205,0.0002,0.0013373,1.23,-1,2,20,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,227875.7,198917,207326.6,0.001,188660.3
120,0.199,0.003,52.621,0.049,417.96,0.39,1300.8506,0.0008,0.0013302,0.43,-1,4,33,100,,FALSE,235586.9,190183,0.001,152693.5,113977.6,0.001,213980.8,271666.9,200294.8,181981.2,194417.8,203573.5
121,2.314,0.013,28.738,0.03,234.57,0.25,311.0391,0.0006,0.0013277,1.27,-1,4,19,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,433038.6,232990,0.001,65688.07,56111.05,49849.87
122,2.137,0.018,29.939,0.044,243.59,0.36,341.1111,0.0007,0.0013009,1.06,-1,3,22,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,235079.5,176465.8,87934.74,91601.3,0.001,91046.49
123,0.837,0.068,21.465,0.01,181.64,0.09,154.9478,0.0001,0.0012913,1.77,-1,3,11,96,,FALSE,0.001,1040241,0.001,0.001,0.001,384918.2,0.001,0.001,0.001,0.001,0.001,0.001
124,1.455,0.045,27.518,0.028,237.38,0.25,128.0364,0.0002,0.0012841,1.47,-1,2,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,278160,0.001,0.001,0.001,0.001,0.001
125,1.473,0.11,44.834,0.052,357.02,0.42,966.0008,0.0016,0.0012826,2.9,-1,3,8,83.8,,FALSE,0.001,224855.2,0.001,0.001,0.001,0.001,89770.81,0.001,0.001,0.001,0.001,0.001
126,0.523,0.045,46.395,0.136,372.19,1.1,639.4961,0.0004,0.001279,2.05,-1,4,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1972935,431838.8,513241.3,249722.1,545038.4
127,1.027,0.033,34.202,0.057,277.72,0.46,374.209,0.0002,0.00126,1.36,-1,3,16,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103487.1,0.001,0.001,0.001,0.001
128,2.327,0.013,35.443,0.031,286.15,0.25,453.2023,0.0014,0.0012274,1.04,-1,3,25,100,,FALSE,9667.894,0.001,0.001,0.001,0.001,0.001,442582.6,225418.7,43277.61,129227.7,112608.9,79937.38
129,0.508,0.027,47.794,0.025,383.06,0.2,675.473,0.0003,0.001226,2.25,-1,5,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2125462,437454.4,608647.9,225824.9,545566.7
130,2.451,0.024,32.311,0.055,261.3,0.45,416.1333,0.0012,0.0012064,1.18,-1,3,21,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,360003,177000.8,0.001,0.001,76001.48,0.001
131,2.183,0.024,34.447,0.042,278.21,0.35,443.1812,0.001,0.0012063,1.06,-1,3,23,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,337082.5,180863.4,80597.69,107946.3,73530.61,0.001
132,0.199,0.004,31.239,0.035,251.04,0.28,512.8919,0.0003,0.0012039,1.27,-1,3,17,100,,FALSE,0.001,0.001,267225.4,352296.3,385186.1,682148.3,0.001,0.001,300218.5,248890.6,221887.2,298756.1
133,0.755,0.005,50.73,0.036,405.63,0.29,784.5122,0.0002,0.0011842,1.38,-1,5,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,412458.6,449200.7,627633.1,626648.3,521262.4
134,2.485,0.098,25.582,0.03,209.17,0.25,288.9518,0.0015,0.0011637,0.93,-1,3,23,99.6,,FALSE,320774,314065.3,306097.8,273131.4,513726.8,346847.9,0.001,169419,159412.9,211177.7,0.001,204057.4
135,2.172,0.019,49.335,0.042,394.11,0.34,819.4334,0.0015,0.0011386,1.18,-1,4,19,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,364788.9,177020,0.001,91325.13,0.001,86211.99
136,0.696,0.035,25.608,0.03,209.26,0.25,292.8911,0.0003,0.0011377,0.75,-1,3,28,97.2,,FALSE,376969.6,406679,122688.3,202128.1,0.001,0.001,492678,444124.5,161433.9,0.001,147218.1,175340.4
137,0.832,0.041,23.706,0.036,206.34,0.32,114.0568,0.0001,0.001128,1.42,-1,2,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,110652.3,0.001,0.001
138,0.216,0.002,31.826,0.029,281.52,0.26,101.0026,0.0001,0.0011248,1.49,-1,2,12,100,,FALSE,647734.8,528737.4,0.001,348180.4,0.001,0.001,0.001,0.001,0.001,0.001,505481,0.001
139,1.635,0.054,25.643,0.031,212.84,0.26,215.0678,0.0003,0.001121,1.15,-1,3,20,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,165318.8,115166.4,0.001,61183.29,0.001,52427.3
140,1.146,0.045,38.316,0.036,308.89,0.29,489.2723,0.0005,0.0011139,1.3,-1,3,19,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,179733,77832.29,0.001,25816.62,0.001,0.001
141,2.374,0.115,23.949,0.009,196.16,0.07,272.8842,0.0008,0.0011131,0.94,-1,3,26,99.4,,FALSE,354373.8,255666.4,253153.1,213898.1,239760.5,0.001,120986.1,365202,86704.7,437834.8,208517.2,358945.3
142,2.612,0.099,21.42,0.075,179.8,0.64,172.9584,0.0005,0.0011033,1.86,-1,3,13,87.2,,FALSE,0.001,0.001,0.001,0.001,690664.8,60245.26,0.001,703221,0.001,0.001,747153.7,1300815
143,1.82,0.189,22.691,0.026,190.18,0.22,179.0564,0.0002,0.0010996,2.85,-1,3,7,98.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,776306.9,629341.7,0.001,0.001,0.001,0.001
144,0.835,0.044,23.907,0.053,199.61,0.45,192.0341,0.0001,0.0010889,1.56,-1,3,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
145,0.759,0.005,50.253,0.03,401.91,0.24,770.4964,0.0002,0.0010863,1.44,-1,2,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,143578.2,549725.2,485671.1,488158,533288.5
146,1.034,0.045,27.106,0.051,222.21,0.42,277.0742,0.0001,0.0010791,1.44,-1,2,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,149319.1,0.001,0.001,0.001,0.001,0.001
147,0.82,0.031,18.46,0.016,159.65,0.14,116.9295,0.0004,0.0010637,1.38,-1,3,14,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,520057.7,586980.8,365600.4,561853.9
148,2.408,0.03,21.022,0.067,180.67,0.58,128.0358,0.0002,0.0010532,1.47,-1,2,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,517261.4,422253,149038.9,236638.3,0.001,0.001
149,1.13,0.041,31.439,0.057,256.38,0.47,326.1727,0.0003,0.0010493,1.19,-1,3,23,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,139753.9,137141.9,27882.36,65454.89,24967.33,49839.74
150,2.432,0.025,26.509,0.056,219.23,0.47,231.0993,0.0006,0.0010481,0.95,-1,2,25,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,240678.6,156500,0.001,111030.2,77516.47,75419.64
151,2.687,0.018,26.245,0.034,214.47,0.28,294.9938,0.0005,0.0010432,1.14,-1,3,23,100,,FALSE,339643.1,499892.3,514256.1,0.001,0.001,0.001,195954.7,256521.6,509725.2,333243,373486.4,427922.5
152,0.576,0.012,33.914,0.048,289.18,0.41,151.0269,0.0001,0.0010302,1.17,-1,2,17,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,270851,212369.7,268608.9
153,0.212,,24.538,,198.58,,369.9801,,0.0010175,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
154,1.159,0.014,47.205,0.044,378.28,0.35,677.5249,0.0004,0.0009941,1.48,-1,4,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,578555.3,323330.2,678336,363591.8,455217.6
155,0.274,0.004,34.45,0.063,282.96,0.52,281.2491,0.0003,0.0009887,1.04,-1,2,26,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,37530.22,235334.1,479048,404477.4,188994.9,507717.1
156,0.133,0.089,25.606,0.021,209.25,0.18,292.891,0.0002,0.0009869,0.55,-1,4,29,92.1,,FALSE,127314.1,232918.5,136696.6,0.001,200559.3,0.001,0.001,226711,0.001,227309,0.001,196389.5
157,1.445,0.037,35.939,0.036,289.98,0.29,464.3018,0.0003,0.0009722,1.06,-1,3,25,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,94400.65,76598.13,0.001,58491.26,42016.87,57734.55
158,1.107,0.021,25.955,0.064,212.6,0.53,278.9814,0.0002,0.0009679,0.9,-1,3,25,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,225153.7,305619.8,222015.5,231079,157797.2,217340
159,2.71,0.032,23.942,0.023,196.1,0.19,272.8838,0.001,0.0009629,0.71,-1,3,30,100,,FALSE,294373.6,107582.2,123575.5,148637.6,10703.8,154398.8,75840.5,254055,186778.3,348491.2,0.001,355919.9
160,3.072,0.085,28.726,0.036,232.69,0.3,380.8623,0.0005,0.0009466,1.03,-1,3,22,82.4,,FALSE,441948.8,0.001,395943.8,154999.7,0.001,138966.8,0.001,0.001,185589.7,98458.78,313299.3,222968.5
161,0.239,0.012,53.904,0.062,428.1,0.5,1333.9688,0.0004,0.0008978,1.24,-1,3,24,94.7,,FALSE,75669.39,0.001,0.001,71239.27,0.001,540368.6,0.001,79132.14,0.001,99432.45,131237.3,0.001
162,1.223,0.061,27.08,0.031,224.02,0.26,231.1355,0.0002,0.0008961,1.27,-1,3,16,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112224.4,0.001,66721.11,0.001,0.001
163,0.373,0.006,31.488,0.042,261.56,0.35,221.1548,0.0002,0.0008872,1.1,-1,3,24,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,126739.5,52034.63,66665.36,0.001,0.001,141591.4
164,0.373,0.006,27.066,0.044,223.64,0.37,236.1057,0.0002,0.0008795,1.15,-1,3,23,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,126788.6,0.001,58790.94,29373.04,0.001,103306.7
165,1.102,0.044,35.542,0.052,287.04,0.42,448.3074,0.0002,0.0008753,0.75,-1,3,27,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,90900.46,101404.6,131250.2,146793.1,117234.2,132787.9
166,1.749,0.02,21.788,0.048,189.08,0.43,116.0727,0.0001,0.0008697,1.46,-1,2,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
167,0.489,0.008,26.933,0.053,235.45,0.47,111.0204,0.0001,0.0008684,1.86,-1,2,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,431464.4,99035.8,122372.3,0.001,0.001,180061
168,1.031,0.032,41.217,0.054,335.23,0.44,374.209,0.0002,0.0008561,1.42,-1,3,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
169,0.611,0.014,21.762,0.043,186.75,0.37,131.0722,0.0001,0.0008426,1.66,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
170,0.377,0.008,30.961,0.115,252.98,0.95,309.1708,0.0002,0.0008401,1.28,-1,2,18,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,93365.55,49525.81,0.001,0.001,0.001,0.001
171,0.59,0.014,29.27,0.038,238.93,0.32,312.0953,0.0001,0.0008203,0.79,-1,3,25,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,130533.2,160619.3,0.001,129889,93019.72,150537.7
172,1.075,0.036,36.138,0.184,299.18,1.54,241.1205,0.0003,0.000811,1.38,-1,3,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,75171.09,0.001,0.001,0.001,0.001,0.001
173,0.511,0.023,26.223,0.174,233.62,1.57,92.9289,0.0002,0.0008031,2.38,-1,5,13,88.4,,FALSE,1002431,445479.6,0.001,1023156,0.001,0.001,0.001,55277.24,64407.3,0.001,0.001,0.001
174,2.132,0.017,31.965,0.037,260.26,0.31,341.111,0.0006,0.0007966,1.21,-1,3,16,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,158569.2,116351.9,0.001,0.001,0.001,0.001
175,2.4,0.015,27.625,0.037,227.32,0.31,257.0794,0.0007,0.0007928,1.77,-1,3,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,253818.9,0.001,0.001,0.001,82256.21
176,2.138,0.017,32.028,0.043,259.29,0.35,401.1325,0.0011,0.0007908,1.07,-1,3,23,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,135932.3,108162.8,50455.94,69582.52,34431.75,0.001
177,2.469,0.026,26.693,0.048,220,0.4,247.094,0.0005,0.0007898,0.94,-1,3,24,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,114232.1,114488.9,39322.22,0.001,85609.07,62205.82
178,1.06,0.033,26.327,0.046,215.54,0.38,283.0303,0.0002,0.0007807,1.28,-1,3,15,99.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,171671.8,0.001,0.001,0.001,0.001,0.001
179,0.754,0.005,27.067,0.053,223.8,0.44,233.1047,0.0002,0.0007764,1.04,-1,2,21,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,102209.1,0.001,0.001,87600.67,0.001,0.001
180,2.405,0.029,27.607,0.029,227.18,0.24,257.0794,0.0006,0.0007693,1.86,-1,3,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,404155.4,0.001,0.001,123810.4,118383.2,0.001
181,0.214,0.005,44.918,0.065,357.6,0.52,984.8978,0.0005,0.0007691,0.73,-1,3,27,100,,FALSE,0.001,131231.7,152961.5,0.001,0.001,0.001,0.001,329610.3,0.001,156552.4,153075.7,134903
182,0.239,0.003,39.847,0.282,324,2.31,374.2448,0.0002,0.0007448,0.92,-1,3,25,100,,FALSE,68002.96,95135.36,72345.02,48914.55,0.001,0.001,226251.3,0.001,231175.5,0.001,0.001,158545.9
183,0.214,0.007,32.232,0.129,261.7,1.06,368.981,0.0006,0.0007406,2.98,-1,3,5,99,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
184,1.018,0.011,30.665,0.045,261.91,0.39,146.0288,0.0001,0.0007273,1.8,-1,3,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
185,2.404,0.019,20.954,0.028,184.15,0.25,102.0565,0.0003,0.0007133,1.22,-1,2,16,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,209634.9,0.001,0.001,114027.4,99680.59
186,1.444,0.05,26.076,0.066,216.36,0.56,217.1197,0.0001,0.000708,1.68,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,182929.2,0.001,0.001,0.001,0.001,0.001
187,1.017,0.02,30.978,0.059,277.91,0.53,89.0256,0.0001,0.0007026,1.97,-1,2,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
188,0.367,0.014,43.701,0.049,351.37,0.39,566.4791,0.0003,0.0007024,1.54,-1,3,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,608525.6,311014.5,258274.8,224551.6,287569.8
189,1.151,0.014,48.417,0.049,387.76,0.4,705.5564,0.0003,0.0007015,1.48,-1,3,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,255286,210095.9,517246.7,281125.6,311738.7
190,1.11,0.014,32.332,0.052,263.6,0.43,330.2039,0.0001,0.0006974,1.46,-1,3,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,93776.38,83300.45,0.001,0.001,0.001,0.001
191,0.346,0.021,45.415,0.041,361.6,0.33,980.016,0.0003,0.000695,2.38,-1,2,8,81.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,483493.4,331593.8,0.001,0.001,0.001,0.001
192,0.215,0.007,36.604,0.071,297.56,0.58,368.9811,0.0005,0.0006835,2.27,-1,2,7,99.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
193,0.799,0.004,48.871,0.044,391.16,0.36,730.4652,0.0003,0.0006782,1.54,-1,3,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,35144.91,366143.8,413279.1,133695.3,319499.7
194,2.628,0.016,26.246,0.025,214.48,0.21,294.9967,0.0015,0.0006651,2.17,-1,3,7,99.7,,FALSE,0.001,0.001,0.001,555070.1,0.001,289948.8,0.001,0.001,0.001,0.001,0.001,0.001
195,3.055,0.11,23.129,0.024,193.22,0.21,188.939,0.0002,0.0006628,3.12,-1,2,4,81.5,,FALSE,0.001,1031975,859024.1,296884.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
196,0.819,0.005,27.76,0.044,228.03,0.37,267.0737,0.0002,0.0006484,1.11,-1,3,19,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,88215.3,0.001,75800.71,0.001,0.001,65498.85
197,2.448,0.085,23.871,0.065,196.88,0.54,236.9892,0.0008,0.0006383,0.95,-1,3,22,100,,FALSE,283000.2,189517.3,164143.8,124823.7,0.001,0.001,0.001,164009.5,0.001,0.001,148017,0.001
198,0.206,0.004,38.095,0.206,308.63,1.68,412.9683,0.0004,0.0006355,5.98,-1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,6018.034,0.001,6722.905,0.001,0.001,0.001
199,2.397,0.008,28.92,0.017,234.45,0.14,372.9716,0.0012,0.0006343,1.83,-1,3,10,100,,FALSE,511081.1,487931.8,407848,0.001,0.001,0.001,311975.2,0.001,0.001,0.001,0.001,81941.98
200,0.807,0.004,44.731,0.046,358.81,0.38,634.4463,0.0002,0.0006313,1.52,-1,3,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,27861.44,347644.2,400977.5,149143.7,310630.8
201,0.478,0.039,22.95,0.029,189.1,0.24,238.9121,0.0002,0.00063,1.38,-1,3,22,96.9,,FALSE,86548.38,210986.6,155499,374476.9,0.001,0.001,122784.6,79326.39,316166.8,326508.8,146515.5,333731.7
202,1.083,0.013,39.487,0.039,316.97,0.32,587.3444,0.0003,0.0006286,1.21,-1,3,22,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,43136.84,31950.31,0.001,33134.64,15989.34,0.001
203,1.315,0.049,30.937,0.043,252.18,0.35,328.1519,0.0002,0.0006278,1.3,-1,3,15,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,120646.3,0.001,0.001,0.001,0.001,0.001
204,2.864,0.012,26.141,0.037,212.97,0.3,316.8907,0.0014,0.0006175,0.94,-1,3,21,93.2,,FALSE,117141.7,175209.1,0.001,204024.9,193755.2,171595.6,0.001,104176.2,169842.5,0.001,112094.5,170613.9
205,0.233,0.002,47.938,0.051,383.13,0.41,788.2187,0.0005,0.0006153,0.64,-1,3,30,100,,FALSE,85846.17,66752.23,48206.91,50396.51,41827.18,0.001,137041,0.001,185660,163522,193295.2,158775
206,0.412,0.017,25.604,0.032,209.23,0.27,292.8911,0.0002,0.0006109,0.87,-1,3,23,97.8,,FALSE,168978.9,0.001,0.001,159788.8,161711.1,0.001,0.001,0.001,231992,0.001,0.001,0.001
207,0.998,0.046,34.197,0.049,283.81,0.41,228.0338,0.0001,0.0006095,1.29,-1,3,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
208,0.259,0.11,45.095,0.048,359.03,0.38,982.9915,0.0004,0.0006081,1.96,-1,3,8,95.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,368062.3,442738.5,0.001
209,3,0.09,32.121,0.025,261.87,0.2,330.0419,0.0005,0.0006059,1.91,-1,3,10,95.3,,FALSE,0.001,0.001,190472.5,0.001,0.001,0.001,0.001,0.001,0.001,556284.8,472764.5,552856.3
210,2.436,0.024,37.033,0.047,298.3,0.38,499.2085,0.0016,0.0005999,1.21,-1,3,20,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,206216.3,89856.31,0.001,0.001,32302.9,0.001
211,1.437,0.011,29.805,0.03,257.34,0.26,128.0364,0.0002,0.0005946,1.9,-1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,91096.91,0.001,0.001,0.001,0.001,0.001
212,0.899,0.036,23.028,0.042,190.01,0.35,232.9246,0.0003,0.0005944,1.51,-1,4,14,97,,FALSE,94474.16,0.001,0.001,0.001,0.001,0.001,242694.4,0.001,0.001,0.001,0.001,0.001
213,0.369,0.015,43.127,0.041,346.92,0.33,552.4642,0.0002,0.0005925,1.56,-1,3,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,404232.6,321096,286247.3,145963.3,309890.9
214,0.102,0.003,19.91,0.016,167.8,0.13,160.9358,0.0001,0.0005903,2.14,-1,3,8,83.6,,FALSE,0.001,0.001,0.001,465829.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
215,0.212,0.002,40.891,0.137,331.08,1.12,428.9366,0.0002,0.0005747,1.48,-1,3,12,100,,FALSE,0.001,0.001,0.001,0.001,265673,0.001,284415.1,0.001,0.001,0.001,0.001,0.001
216,1.084,0.02,36.029,0.06,291.88,0.49,407.2801,0.0002,0.0005708,0.77,-1,3,25,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,48876.14,163209.4,149415.9,0.001,155871.5
217,0.201,0.003,44.065,0.055,351.03,0.44,930.9249,0.0005,0.0005696,0.72,-1,2,27,99.5,,FALSE,178418.1,146170.1,145403.5,0.001,0.001,28214.53,158993.1,0.001,69339.13,111896.9,146325.4,88883.7
218,2.17,0.023,36.847,0.034,297.22,0.27,473.2111,0.0012,0.0005693,1.18,-1,3,18,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,196560.1,91213.16,0.001,0.001,0.001,0.001
219,1.536,0.043,27.519,0.031,227.91,0.26,227.1407,0.0001,0.0005674,1.5,-1,2,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
220,1.308,0.045,38.108,0.03,307.11,0.24,494.2622,0.0002,0.0005673,1.28,-1,3,16,99.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,96438.16,0.001,0.001,0.001,0.001,24112.5
221,3.114,0.038,26.125,0.029,212.83,0.24,316.8895,0.0006,0.0005669,2,-1,3,9,82.4,,FALSE,0.001,0.001,0.001,170096.3,340024.8,362660.3,0.001,0.001,303501.9,0.001,0.001,321027.7
222,1.107,0.046,26.679,0.04,221.54,0.33,215.1405,0.0002,0.0005667,1.41,-1,2,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,61710.51,86255.56,0.001,0.001,0.001,0.001
223,1.447,0.042,31.029,0.016,259.3,0.14,199.0733,0.0001,0.0005554,1.37,-1,2,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
224,0.277,0.003,33.928,0.05,276.17,0.41,349.236,0.0003,0.0005534,1.28,-1,2,22,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,129010.3,297448.8,215303.6,80793.13,274117.1
225,0.53,0.049,25.813,0.109,229.92,0.98,92.929,0.0002,0.0005473,1.75,-1,5,16,97.4,,FALSE,0.001,0.001,442853.4,0.001,0.001,70451.95,258622,90577.22,0.001,145869.4,0.001,140103.8
226,2.104,0.032,37.928,0.039,305.16,0.31,525.235,0.0014,0.0005449,1.1,-1,3,21,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,147625.7,75772,0.001,40114.64,0.001,38338.89
227,2.26,0.013,32.595,0.044,264.22,0.36,388.1206,0.0009,0.0005446,1.07,-1,3,20,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,107012.5,123961.3,67929.67,105031.1
228,2.206,0.014,37.218,0.04,299.96,0.32,489.2393,0.0012,0.0005445,1.12,-1,3,21,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,64592.02,129827.4,0.001,60222.88,52475.88,42947.54
229,2.464,0.022,25.695,0.031,212.32,0.26,233.0791,0.0005,0.0005428,1.23,-1,2,17,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118892.4,0.001,77120.01,0.001,60014.02
230,2.86,0.015,29.183,0.04,246.69,0.35,166.0548,0.0002,0.0005421,1.34,-1,3,15,93.2,,FALSE,145420.3,0.001,0.001,0.001,206748.3,0.001,0.001,149427.1,180376.3,0.001,0.001,292585.3
231,2.196,0.021,32.247,0.053,261.79,0.44,370.1641,0.001,0.00054,1.1,-1,3,20,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,116254.5,87984.09,54957.21,76891.48,0.001,64416.77
232,0.314,0.004,29.262,0.066,240.87,0.55,259.1089,0.0002,0.0005372,1.26,-1,2,18,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,95010.23,0.001,0.001,48015.59,42107.77,50925.23
233,0.322,0.004,22.401,0.031,186.62,0.26,196.0112,0.0002,0.0005347,1.38,-1,3,14,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,197651.2,122624.9,0.001,156395.1,130636.2
234,1.218,0.024,23.097,0.016,187.27,0.13,342.9814,0.0001,0.0005347,2.09,-1,3,7,99.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
235,3.391,0.014,28.299,0.04,229.32,0.33,374.84,0.0004,0.0005204,0.9,-1,3,23,94.8,,FALSE,0.001,119442.4,94772.93,73251.38,114590.8,23541.75,221494.3,98460.17,0.001,133724.2,94239.6,145265
